TERM,MED_CODE_ID,MEDIAN_EVENT_AGE,N_PATIENT_COUNT,N_PATIENT_COUNT_TOTAL,PREVALENCE,TOTAL_PRESCRIPTIONS,AVG_PRESCRIPTIONS_PER_PATIENT,AVG_DURATION,MEDIAN_DURATION,STD_DURATION
Doxycycline 40mg modified-release capsules,36564611000001104,69.000,12,207367,5.8e-05,14,1.17,44.000000,56.000,18.093772824
UCS Debridement pad (Medi UK Ltd),24444111000001103,69.000,12,207367,5.8e-05,19,1.58,27.631579,28.000,1.605910022
Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets,39691911000001109,69.000,12,207367,5.8e-05,17,1.42,16.882353,28.000,13.792581122
Glutafin gluten free sweet biscuits (Dr Schar UK Ltd),40921111000001103,69.500,12,207367,5.8e-05,32,2.67,5.250000,0.000,11.103617564
Ibuprofen 200mg orodispersible tablets sugar free,3875511000001104,69.000,12,207367,5.8e-05,13,1.08,16.000000,9.000,15.48117137
Ensure Plus  Liquid Feed (Mixed Flavours) Tetrapak  220 ml,,69.500,12,207367,5.8e-05,12,1,13.166667,7.000,14.357977399
Urgotul dressing 11cm x 11cm (Urgo Ltd),11245511000001104,69.000,12,207367,5.8e-05,15,1.25,7.466667,0.000,12.816655843
Emozul 40mg gastro-resistant capsules (Krka UK Ltd),17603311000001101,69.500,12,207367,5.8e-05,18,1.5,15.555556,28.000,14.316679783
Silver nitrate 40% caustic pencils,4792811000001104,69.000,12,207367,5.8e-05,12,1,23.333333,28.000,10.898985228
Nu-Seals 75 gastro-resistant tablets (Alliance Pharmaceuticals Ltd),414311000001102,69.500,12,207367,5.8e-05,14,1.17,24.000000,28.000,21.569208817
Fluticasone propionate 100micrograms/dose dry powder inhaler,38897811000001101,70.000,12,207367,5.8e-05,15,1.25,9.733333,0.000,14.260167636
Hay-Crom Aqueous 2% eye drops (Teva UK Ltd),31411000001108,69.500,12,207367,5.8e-05,16,1.33,9.125000,0.000,13.46538774
Asmasal 95micrograms/dose Clickhaler (Focus Pharmaceuticals Ltd),3186011000001104,69.000,12,207367,5.8e-05,15,1.25,1.933333,0.000,7.215723595
UrgoTul Absorb Border dressing 8cm x 8cm (Urgo Ltd),24627511000001104,69.000,12,207367,5.8e-05,17,1.42,28.000000,28.000,0
Activa Leg Ulcer Hosiery Kit (10mmHg) closed toe compression liner pack extra large Sand (L&R Medical UK Ltd),14251511000001107,69.000,12,207367,5.8e-05,17,1.42,23.058824,28.000,11.002673493
Kaolin and Morphine mixture,14610811000001109,70.000,12,207367,5.8e-05,13,1.08,10.769231,5.000,12.221250918
Fresubin Energy liquid (Flavour Not Specified),21012711000001101,69.000,12,207367,5.8e-05,17,1.42,23.058824,28.000,11.002673493
Dovonex 50micrograms/ml scalp solution (LEO Pharma),2934811000001104,70.000,12,207367,5.8e-05,12,1,10.833333,0.000,16.347551009
Evorel 75 patches (Theramex HQ UK Ltd),2903111000001101,69.000,12,207367,5.8e-05,20,1.67,23.800000,28.000,18.782971011
CosmoCol Half oral powder 6.9g sachets (Stirling Anglian Pharmaceuticals Ltd),28666511000001107,70.000,12,207367,5.8e-05,16,1.33,12.625000,7.500,13.749545447
Vaniqa 11.5% cream (Almirall Ltd),8014111000001103,69.000,12,207367,5.8e-05,13,1.08,15.076923,28.000,14.528486604
Salts adhesive remover spray WAP (Salts Healthcare),24540411000001109,69.000,12,207367,5.8e-05,21,1.75,27.666667,28.000,1.527525123
Mextra Superabsorbent dressing 12.5cm x 12.5cm square (Molnlycke Health Care Ltd),34655111000001102,69.000,12,207367,5.8e-05,15,1.25,28.000000,28.000,0
Tubigrip bandage 6.75cm size C (Molnlycke Health Care Ltd),8811000001107,69.000,12,207367,5.8e-05,16,1.33,8.750000,0.000,13.403979521
Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets sugar free,7525811000001108,70.000,12,207367,5.8e-05,12,1,32.333333,30.000,23.814943103
Sodium valproate 100mg tablets,39107811000001107,69.000,12,207367,5.8e-05,19,1.58,18.578947,28.000,12.906999768
Mfv-Ject  Prefilled syringe,,69.000,12,207367,5.8e-05,12,1,11.666667,0.000,14.418002219
Champix 0.5mg/1mg 2 week treatment initiation pack (Pfizer Ltd),10981211000001103,69.000,12,207367,5.8e-05,13,1.08,25.846154,28.000,7.765802727
"Solgar Vitamin D3 1,000unit capsules (Solgar Vitamin and Herb)",17326611000001100,69.000,12,207367,5.8e-05,12,1,43.666667,28.000,27.618614719
"Simpla Plus sterile leg bag 21571 500ml bag, 6cm tube (Coloplast Ltd)",6572911000001106,70.000,12,207367,5.8e-05,13,1.08,23.692308,28.000,10.514946648
Tenormin 100mg tablets (AstraZeneca UK Ltd),162411000001102,69.000,12,207367,5.8e-05,17,1.42,19.764706,28.000,16.460290884
Aymes Shake Compact powder 57g sachets (Flavour Not Specified),35588811000001108,70.000,12,207367,5.8e-05,19,1.58,25.052632,28.000,12.847281113
Bio-Kult capsules (ADM Protexin Ltd),24423511000001107,69.000,12,207367,5.8e-05,16,1.33,27.250000,28.000,3.568379604
Titanium ointment,3497411000001108,69.000,12,207367,5.8e-05,12,1,21.000000,28.000,12.663476458
Fosinopril 20mg tablets,42210611000001103,69.000,12,207367,5.8e-05,23,1.92,13.391304,0.000,14.301109712
Debrisoft Lolly 1.9cm x 16cm (Lohmann & Rauscher),32948311000001101,69.000,12,207367,5.8e-05,18,1.5,28.000000,28.000,0
Regulan 3.4g oral powder sachets orange (Procter & Gamble (Health & Beauty Care) Ltd),3255611000001107,69.500,12,207367,5.8e-05,24,2,7.791667,0.000,12.690219344
Doublebase emollient bath additive (Dermal Laboratories Ltd),13141811000001107,70.000,12,207367,5.8e-05,16,1.33,20.062500,25.000,12.035883848
Galpseud 30mg/5ml linctus (Thornton & Ross Ltd),334611000001105,69.000,12,207367,5.8e-05,20,1.67,17.650000,28.000,14.068535247
Scholl Superlastik class II anklet circular knit standard stock size 2-3 Suntan (SSL International Plc),11858011000001109,69.000,12,207367,5.8e-05,13,1.08,14.000000,0.000,16.165807527
Algivon dressing 10cm x 10cm (Advancis Medical),9657311000001105,69.000,12,207367,5.8e-05,14,1.17,28.000000,28.000,0
UrgoClean Ag dressing 6cm x 6cm square (Urgo Ltd),32577811000001104,69.000,12,207367,5.8e-05,16,1.33,27.562500,28.000,1.75
Eucerin Dry Skin Relief 5% cream (Beiersdorf UK Ltd),4232411000001103,69.000,12,207367,5.8e-05,16,1.33,15.750000,28.000,14.345731072
Erymax 250mg gastro-resistant capsules (Teva UK Ltd),759811000001108,69.500,12,207367,5.8e-05,12,1,10.000000,7.000,11.377809323
Vicryl Plus suture 2gauge 45cm length with 24mm curved reverse cutting P needle VCP683H Undyed (Ethicon Ltd),21071511000001106,69.000,12,207367,5.8e-05,12,1,28.000000,28.000,0
Miclaro Oat cream (Penlan Healthcare Ltd),38358911000001100,69.500,12,207367,5.8e-05,14,1.17,28.000000,28.000,0
Ispaghula Husk Sugar and Gluten Free  Effervescent Granules (Lemon)  3.5 grams/sachet,,69.000,12,207367,5.8e-05,12,1,23.500000,29.000,17.547338573
Glutafin gluten free pasta long-cut spaghetti (Dr Schar UK Ltd),40931811000001108,69.000,12,207367,5.8e-05,14,1.17,8.000000,0.000,13.126602455
Nebido 1000mg/4ml solution for injection ampoules (Bayer Plc),8786711000001106,69.000,12,207367,5.8e-05,23,1.92,22.260870,28.000,20.030016999
Chloroquine phosphate 250mg tablets,41983511000001106,69.000,12,207367,5.8e-05,12,1,27.083333,21.000,29.751877958
Prosys all silicone catheter male 12Ch PCF12M10 10ml balloon (Clinisupplies Ltd),25016111000001102,69.000,12,207367,5.8e-05,15,1.25,37.333333,28.000,36.147844569
Balsalazide 750mg capsules,42351511000001107,69.000,12,207367,5.8e-05,26,2.17,10.730769,0.000,16.023876404
ActiFormCool sheet 5cm x 6.5cm rectangular (L&R Medical UK Ltd),9434611000001108,69.000,12,207367,5.8e-05,14,1.17,22.000000,28.000,11.922828775
Angitil SR 120 capsules (Ethypharm UK Ltd),298811000001103,69.000,12,207367,5.8e-05,20,1.67,18.200000,28.000,16.440002555
Phenergan 10mg tablets (Opella Healthcare UK Ltd),547211000001103,69.000,12,207367,5.8e-05,12,1,21.416667,28.000,11.973139146
Telfast 120mg tablets (Opella Healthcare UK Ltd),58911000001105,69.000,12,207367,5.8e-05,20,1.67,19.700000,28.000,13.239096797
Sympacath AquaFlate hydrogel coated latex catheter male 16Ch DH310116 10ml balloon (Teleflex),6434811000001103,69.000,12,207367,5.8e-05,20,1.67,21.000000,28.000,12.439326429
Hydrocortisone 1% / Pramocaine 1% foam enema,36056611000001102,69.000,12,207367,5.8e-05,13,1.08,21.846154,28.000,13.458864217
Isoniazid 50mg tablets,41951111000001107,69.000,12,207367,5.8e-05,16,1.33,23.187500,28.000,17.840847317
Lipitor 40mg tablets (Viatris UK Healthcare Ltd),484211000001108,70.000,12,207367,5.8e-05,13,1.08,23.692308,0.000,29.909264501
Povidone-Iodine 10% antiseptic solution,36020911000001106,69.000,12,207367,5.8e-05,12,1,25.666667,28.000,8.082903748
Normacol Plus granules 7g sachets (Forum Health Products Ltd),236711000001101,70.000,12,207367,5.8e-05,21,1.75,18.190476,28.000,17.445971025
LimbO limb protector adult half leg normal build short MP80S (Thesis Technology Products and Services Ltd),9853511000001102,69.000,12,207367,5.8e-05,12,1,29.166667,28.000,4.041451843
Flexitol Hand Balm (Thornton & Ross Ltd),20563011000001100,69.000,12,207367,5.8e-05,13,1.08,21.538462,28.000,12.27881228
Aveeno bath oil (Kenvue UK Ltd),831211000001108,69.000,12,207367,5.8e-05,16,1.33,23.687500,14.000,44.720940285
Mariosea XL 4mg capsules (Teva UK Ltd),21298111000001108,69.000,12,207367,5.8e-05,13,1.08,29.076923,28.000,17.346765001
Oral Rehydration Salts  Oral powder  WHO Formulation,,69.000,12,207367,5.8e-05,14,1.17,8.428571,0.000,12.88836258
Dermacolor  Camouflage Creme,,69.000,12,207367,5.8e-05,12,1,39.833333,0.000,103.595220435
"Solgar Vitamin D3 1,000unit tablets (Solgar Vitamin and Herb)",17318311000001100,69.000,12,207367,5.8e-05,15,1.25,51.333333,28.000,51.612106371
Activa class II unisex ribbed sock standard stock size Extra large Black (L&R Medical UK Ltd),17412211000001103,69.000,12,207367,5.8e-05,21,1.75,22.666667,28.000,11.266469411
Nutrizym 22 gastro-resistant capsules (Zentiva Pharma UK Ltd),4377411000001109,69.000,12,207367,5.8e-05,12,1,28.000000,28.000,0
Cetirizine 10mg capsules,20344911000001107,69.000,12,207367,5.8e-05,14,1.17,14.000000,14.000,14.528486604
Lasonil 0.8% ointment (Bayer Plc),3157411000001100,70.000,12,207367,5.8e-05,12,1,9.333333,0.000,13.786246987
Influvac Desu vaccine suspension for injection 0.5ml pre-filled syringes (Abbott Healthcare Products Ltd),22628411000001107,69.000,12,207367,5.8e-05,12,1,28.000000,28.000,0
NovoPen Echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units Blue (Novo Nordisk Ltd),19856111000001100,70.000,12,207367,5.8e-05,12,1,28.000000,28.000,0
Ispaghula Husk Sugar and Gluten Free  Effervescent Granules (Plain)  3.5 grams/sachet,,70.000,12,207367,5.8e-05,14,1.17,24.714286,30.000,17.933331983
Clotrimazole 1% powder,36089611000001101,70.000,12,207367,5.8e-05,13,1.08,14.307692,15.000,15.288255918
YES VM vaginal moisturiser pre-filled applicators (The Yes Yes Company Ltd),36447711000001102,69.000,12,207367,5.8e-05,15,1.25,26.133333,28.000,7.229568936
Peristeen anal irrigation system accessory unit 29122 (Coloplast Ltd),11322111000001106,69.000,12,207367,5.8e-05,23,1.92,28.000000,28.000,0
Natecal D3 600mg/400unit chewable tablets (Chiesi Ltd),12776511000001102,69.500,12,207367,5.8e-05,12,1,25.833333,28.000,8.155682191
Easy Peak  Peak flow meter (standard range)  EASYS800,,69.500,12,207367,5.8e-05,12,1,28.000000,28.000,0
Diprosone 0.05% lotion (Organon Pharma (UK) Ltd),4023711000001108,69.000,12,207367,5.8e-05,13,1.08,28.000000,28.000,0
Glutafin gluten free Select fresh white loaf sliced (Dr Schar UK Ltd),40809811000001108,69.000,12,207367,5.8e-05,23,1.92,10.956522,0.000,13.972304606
DHC Continus 60mg tablets (Ennogen Healthcare International Ltd),3037111000001103,70.000,12,207367,5.8e-05,37,3.08,21.945946,28.000,11.68557029
Unistik 3 Extra lancets 2mm/21gauge (Owen Mumford Ltd),11259411000001103,69.000,12,207367,5.8e-05,13,1.08,12.923077,0.000,14.528486604
Sucralfate 1g/5ml oral suspension sugar free,42359011000001100,69.000,12,207367,5.8e-05,16,1.33,20.250000,28.000,12.024974012
Mesorb dressing 10cm x 15cm (Molnlycke Health Care Ltd),619611000001109,69.000,12,207367,5.8e-05,15,1.25,20.666667,28.000,12.590623892
Hepatitis A Virus Antigen  Vaccine  160 units/0.5 ml pre-filled syringe,,69.000,12,207367,5.8e-05,12,1,18.666667,0.000,48.251864461
Reletrans 5micrograms/hour transdermal patches (Sandoz Ltd),33038711000001104,69.000,12,207367,5.8e-05,13,1.08,26.923077,28.000,3.882901364
Acidex oral suspension peppermint (Pinewood Healthcare),9363011000001101,69.000,12,207367,5.8e-05,13,1.08,28.000000,28.000,0
Perindopril erbumine 4mg / Indapamide 1.25mg tablets,3437611000001100,70.000,12,207367,5.8e-05,18,1.5,17.555556,28.000,14.431265987
Risperidone 3mg tablets,42279011000001108,69.000,12,207367,5.8e-05,17,1.42,23.882353,28.000,9.279563244
Propylthiouracil 50mg tablets,42087911000001103,70.000,12,207367,5.8e-05,17,1.42,18.117647,28.000,19.652869867
Hepatitis B (rDNA) 20micrograms/1ml vaccine suspension for injection pre-filled syringes,36055711000001103,69.000,12,207367,5.8e-05,16,1.33,23.625000,28.000,15.094701057
Enoxaparin sodium 60mg/0.6ml solution for injection pre-filled syringes,38895011000001100,69.000,12,207367,5.8e-05,12,1,21.000000,28.000,12.663476458
OxyNorm liquid 1mg/ml oral solution (Napp Pharmaceuticals Ltd),2898211000001105,69.000,12,207367,5.8e-05,16,1.33,28.000000,28.000,0
Adapt No-Sting medical adhesive remover aerosol (Hollister Ltd),6838811000001100,69.000,12,207367,5.8e-05,33,2.75,28.000000,28.000,0
Modrasone 0.05% cream (Teva UK Ltd),2894811000001103,69.000,12,207367,5.8e-05,17,1.42,6.588235,0.000,12.242644853
Mepilex Border dressing 15cm x 17.5cm (Molnlycke Health Care Ltd),13788011000001108,69.000,12,207367,5.8e-05,16,1.33,21.000000,28.000,12.521980674
SpeediCath catheter male 14Ch 28414 (Coloplast Ltd),7207211000001104,69.000,12,207367,5.8e-05,20,1.67,18.200000,28.000,13.702093563
"Colecalciferol 50,000units/1ml oral solution unit dose ampoules sugar free",30994211000001103,69.000,12,207367,5.8e-05,12,1,29.166667,28.000,4.041451843
Sandocal 400 effervescent tablets (Novartis Consumer Health UK Ltd),3163511000001101,69.000,12,207367,5.8e-05,16,1.33,14.062500,0.000,21.861591136
Phorpain 5% gel (Advanz Pharma),9738911000001103,69.000,12,207367,5.8e-05,15,1.25,11.200000,0.000,14.198591479
"Ring pessary 7.5mm thick, 80mm diameter, polythene",3443811000001106,69.000,12,207367,5.8e-05,14,1.17,20.000000,28.000,13.126602455
Optaflu vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd),15382311000001101,69.000,12,207367,5.8e-05,12,1,25.666667,28.000,8.082903748
Lift Plus 360 medical adhesive remover 5506 (Opus Healthcare),29369911000001102,69.000,12,207367,5.8e-05,26,2.17,28.000000,28.000,0
Acea 0.75% gel (Ferndale Pharmaceuticals Ltd),3631711000001102,69.000,12,207367,5.8e-05,13,1.08,28.000000,28.000,11.430952148
Repinex XL 8mg tablets (Aspire Pharma Ltd),21126711000001100,69.000,12,207367,5.8e-05,15,1.25,19.600000,28.000,12.465953634
Minocycline 100mg modified-release capsules,36565111000001106,69.000,12,207367,5.8e-05,17,1.42,19.764706,0.000,23.768491244
Zocor 10mg tablets (Organon Pharma (UK) Ltd),108111000001106,69.500,12,207367,5.8e-05,18,1.5,24.888889,28.000,16.323526457
Vicryl Rapide suture 2gauge 75cm length with 19mm curved reverse cutting P needle W9923 (Ethicon Ltd),5999011000001104,69.000,12,207367,5.8e-05,12,1,16.333333,28.000,14.418002219
Tegaderm + Pad dressing 9cm x 15cm (3M Health Care Ltd),9007311000001105,69.500,12,207367,5.8e-05,12,1,14.000000,14.000,14.622523106
Adizem-SR 180mg capsules (Napp Pharmaceuticals Ltd),2886711000001103,69.000,12,207367,5.8e-05,16,1.33,24.500000,28.000,17.335897237
Anugesic-HC suppositories (Pfizer Ltd),495211000001105,69.000,12,207367,5.8e-05,12,1,5.666667,0.000,10.982079084
Vicryl Rapide suture 1gauge 45cm length with 12mm curved reverse cutting P needle W9915 (Ethicon Ltd),5991711000001101,69.000,12,207367,5.8e-05,12,1,28.000000,28.000,0
"Ring pessary 1.25cm thick, 53mm diameter, PVC",3441311000001103,70.000,12,207367,5.8e-05,13,1.08,19.384615,28.000,13.450764922
Enoxaparin sodium 20mg/0.2ml solution for injection pre-filled syringes,38896011000001109,69.500,12,207367,5.8e-05,14,1.17,20.928571,28.000,11.822171374
"Trivalent influenza vaccine (split virion, inactivated) High Dose suspension for injection 0.5ml pre-filled syringes (Sanofi Pasteur)",36754111000001101,69.000,12,207367,5.8e-05,12,1,28.000000,28.000,0
Glutafin gluten free crispbread (Dr Schar UK Ltd),40911411000001104,69.000,12,207367,5.8e-05,15,1.25,11.200000,0.000,14.198591479
Distaclor MR 375mg tablets (Flynn Pharma Ltd),583511000001100,69.000,12,207367,5.8e-05,12,1,15.750000,17.500,13.053212785
Polytar Scalp shampoo (Universal Medicines Ltd),32699511000001107,69.000,12,207367,5.8e-05,14,1.17,28.000000,28.000,0
Beconase  Nasal spray  50 micrograms/dose,,69.000,12,207367,5.8e-05,14,1.17,8.071429,0.000,13.082367981
Acti-Fast 2-way stretch stockinette 10.75cm (L&R Medical UK Ltd),735611000001105,69.000,12,207367,5.8e-05,13,1.08,25.846154,28.000,7.765802727
Activa class II thigh length stocking circular knit standard stock size open toe Medium Sand (L&R Medical UK Ltd),6110511000001100,69.000,12,207367,5.8e-05,14,1.17,22.000000,28.000,11.922828775
Altiform class I below knee stocking circular knit made to measure open toe Soft beige (Altimed Ltd),15181411000001107,69.500,12,207367,5.8e-05,12,1,25.833333,28.000,7.505553477
Metoclopramide 10mg/2ml solution for injection ampoules,39110711000001102,69.000,12,207367,5.8e-05,12,1,23.333333,28.000,10.898985228
Cyclopentolate 0.5% eye drops,42187311000001105,69.000,12,207367,5.8e-05,13,1.08,21.769231,28.000,15.449670158
Glycopyrronium bromide 55microgram inhalation powder capsules with device,21496211000001102,70.000,12,207367,5.8e-05,18,1.5,22.222222,28.000,12.250116693
Betaxolol 0.5% eye drops,42185711000001103,70.000,12,207367,5.8e-05,13,1.08,6.461538,0.000,12.27881228
Persantin Retard 200mg capsules (Boehringer Ingelheim Ltd),452911000001101,70.000,12,207367,5.8e-05,19,1.58,23.157895,28.000,21.253138733
Scholl Softgrip class II below knee stocking circular knit standard stock size closed toe Large Natural (SSL International Plc),6061711000001106,70.000,12,207367,5.8e-05,15,1.25,26.133333,28.000,11.673331444
Activa class II unisex ribbed sock standard stock size Medium Black (L&R Medical UK Ltd),17412011000001108,69.000,12,207367,5.8e-05,13,1.08,25.846154,28.000,7.765802727
Dovonex 50micrograms/g cream (LEO Pharma),3076011000001104,69.000,12,207367,5.8e-05,19,1.58,4.421053,0.000,13.242674239
Warburtons gluten free white bread sliced (Warburtons Ltd),40888911000001107,70.000,12,207367,5.8e-05,19,1.58,163.578947,28.000,638.584399346
Zoledronic acid 4mg/100ml infusion bags,24408911000001102,69.000,12,207367,5.8e-05,12,1,28.000000,28.000,0
Yellow soft paraffin solid,14611211000001102,69.000,12,207367,5.8e-05,15,1.25,27.000000,0.000,63.081579831
Clinitas Multi 0.4% eye drops preservative free (Altacor Ltd),28973911000001100,69.000,12,207367,5.8e-05,23,1.92,24.956522,28.000,8.396310142
Conjugated oestrogens 300microgram tablets,41873211000001106,70.000,12,207367,5.8e-05,21,1.75,61.333333,28.000,50.570083379
Curanail 5% medicated nail lacquer (Galderma (UK) Ltd),10355011000001106,69.000,12,207367,5.8e-05,12,1,14.000000,14.000,14.622523106
Ethilon suture 1gauge 45cm length with 19mm curved reverse cutting P needle W1618T Black (Ethicon Ltd),5982911000001109,69.000,12,207367,5.8e-05,12,1,29.166667,28.000,4.041451843
Glycopyrronium bromide 600micrograms/3ml solution for injection ampoules,38895711000001103,69.000,11,207367,5.3e-05,11,1,28.000000,28.000,0
Rosuvastatin 5mg capsules,39832611000001106,69.000,11,207367,5.3e-05,12,1.09,28.583333,28.000,10.535294206
Ryaltris 25micrograms/dose / 600micrograms/dose nasal spray (Glenmark Pharmaceuticals Europe Ltd),39970511000001103,69.000,11,207367,5.3e-05,11,1,29.636364,30.000,0.809039554
Bimatoprost 300micrograms/ml eye drops preservative free,35149111000001105,69.000,11,207367,5.3e-05,13,1.18,17.153846,28.000,12.300719166
Becotide 200 inhaler (GlaxoSmithKline UK Ltd),3179311000001104,69.500,11,207367,5.3e-05,20,1.82,11.400000,1.000,13.910995256
